URL,Cluster,Page Type,TotalInlinks,HeaderNavInlinks,FooterInlinks,MainContentInlinks,UniqueMainContentSourcePages,HubInlinks,FeatureInlinks,ToolInlinks,GuideInlinks,FooterDependency,ContextualAuthorityLevel,Evidence
https://familyboard.win/guides/familyboard-appliance-purchase-installation-tutorial/,appliances,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-appliance-repair-callback-tutorial/,appliances,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-appliance-replacement-planner-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-appliance-service-visit-tutorial/,appliances,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-attachment-expiry-review-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-attachment-metadata-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-backup-recovery-checker-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-backup-restore-rehearsal-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-bill-review-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-browser-storage-cleanup-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-browser-storage-maintenance/,product,content,5,1,0,4,4,1,0,1,2,0,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-building-notice-response-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-calendar-timezone-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-calendar-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-caregiver-handoff-source-authorization-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-cleaning-schedule-generator-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-clothing-care-repair-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-clothing-care-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-consumable-change-history-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-contact-sensitivity-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-data-export-redaction-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-date-offset-planner-tutorial/,product,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-device-retirement-tutorial/,records-emergency,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-document-renewal-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-document-source-handoff-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-documents-source-review-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-donation-handoff-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-binder-generator-tutorial/,records-emergency,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-contact-sheet-generator-tutorial/,records-emergency,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-contact-verification-tutorial/,records-emergency,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-drill-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-information-privacy-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-emergency-supply-inventory-audit-tutorial/,records-emergency,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-encrypted-backup-password-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-event-duration-calculator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-event-source-index-tutorial/,household-operations,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-family-display-mode-setup/,product,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-free-home-management-app-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-guest-arrival-prep-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-guest-service-visit-reset-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-handoff-acceptance-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-access-handoff-tutorial/,product,content,509,1,508,5,5,1,0,0,4,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-accessibility-walkthrough-log-tutorial/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-billing-discrepancy-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-complaint-response-resolution-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-payment-refund-collection-notice-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-service-interruption-backup-continuity-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-service-plan-change-notice-tutorial/,records-emergency,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-care-visit-scope-service-result-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-closure-reopening-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-dashboard-weekly-review-tutorial/,household-operations,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-emergency-drill-record-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-handoff-summary-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-inventory-checklist-generator-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-maintenance-cost-tracker-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-maintenance-schedule-generator-tutorial/,maintenance,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-repair-change-order-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-repair-closeout-checklist-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-repair-cost-log-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-service-provider-verification-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-home-service-reminder-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-house-sitter-instruction-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-account-list-tutorial/,household-operations,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-admin-backup-tutorial/,records-emergency,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-admin-escalation-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-annual-review-generator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-availability-window-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-backup-recovery-checker-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-bill-source-status-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-decision-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-decision-register-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-document-index-generator-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-document-redaction-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-export-scope-review-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-handoff-tutorial/,product,content,11,1,0,10,10,1,0,1,8,0,STRONG,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-language-preference-handoff-tutorial/,support,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-meeting-agenda-action-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-meeting-tutorial/,product,content,509,1,508,4,4,1,0,0,3,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-members-responsibilities-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-notification-routing-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-quiet-hours-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-responsibility-coverage-map-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-responsibility-coverage-tutorial/,household-operations,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-return-handoff-tutorial/,product,content,509,1,508,3,3,1,0,0,2,0.998,ESTABLISHED,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-role-change-audit-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-shopping-list-planner-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-subscription-cost-calculator-tutorial/,household-operations,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-task-dependency-map-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-task-load-calculator-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-household-time-window-overlap-checker-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-important-household-document-review-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-insurance-claim-timeline-tutorial/,records-emergency,content,3,1,0,2,2,1,0,0,1,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-insurance-policy-source-version-tutorial/,inventory-warranty,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-internet-incident-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-mail-package-handoff-log-tutorial/,household-operations,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-mail-package-handoff-tutorial/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-delegation-map-tutorial/,tools,content,2,1,0,1,1,1,0,0,0,0,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-event-cost-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-evidence-confidence-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-history-review/,maintenance,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-priority-review-tutorial/,maintenance,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-maintenance-tracker-tutorial/,maintenance,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-master-csv-edit-import/,product,content,509,1,508,2,2,1,0,0,1,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-master-csv-edit-import-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-meal-prep-role-log-tutorial/,household-operations,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-meal-prep-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-medical-information-source-handoff-tutorial/,records-emergency,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-member-archive-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
https://familyboard.win/guides/familyboard-meter-reading-tutorial/,product,content,509,1,508,1,1,1,0,0,0,0.998,EMERGING,REPO_EVIDENCE
