URL,Cluster,Page Type,TotalInlinks,HeaderNavInlinks,FooterInlinks,MainContentInlinks,UniqueMainContentSourcePages,HubInlinks,FeatureInlinks,ToolInlinks,GuideInlinks,FooterDependency,ContextualAuthorityLevel,Evidence,PriorityReason
https://familyboard.win/zh-tw/guides/familyboard-event-duration-calculator-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-guest-arrival-prep-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-guest-service-visit-reset-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-accessibility-walkthrough-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-care-billing-discrepancy-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-care-payment-refund-collection-notice-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-care-service-interruption-backup-continuity-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-care-visit-scope-service-result-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-closure-reopening-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-emergency-drill-record-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-maintenance-cost-tracker-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-repair-closeout-checklist-tutorial/,tools,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-service-provider-verification-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-home-service-reminder-generator-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-bill-source-status-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-language-preference-handoff-tutorial/,support,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-quiet-hours-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-role-change-audit-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-task-dependency-map-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-task-load-calculator-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-household-time-window-overlap-checker-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-insurance-policy-source-version-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-internet-incident-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-mail-package-handoff-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-mail-package-handoff-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-maintenance-delegation-map-tutorial/,tools,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-maintenance-evidence-confidence-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-master-csv-edit-import-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-meal-prep-role-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-meal-prep-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-medical-information-source-handoff-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-member-archive-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-meter-reading-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-move-in-checklist-generator-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-move-out-condition-report-generator-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-move-out-condition-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-moving-box-handover-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-pantry-expiry-review-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-pet-record-source-handoff-tutorial/,tools,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-pet-sitter-instruction-generator-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-photo-inventory-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-plant-care-handoff-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-product-recall-action-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-pwa-update-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-receipt-retention-organizer-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-receipt-source-verification-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-record-retention-decision-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-recycling-handoff-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-rental-home-maintenance-handoff-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-repair-punch-list-review-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-replacement-part-source-check-log-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-replacement-part-source-check-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-reset-local-household-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-room-inventory-generator-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-school-activity-handoff-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-school-pickup-handoff-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-school-record-source-handoff-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-storage-open-error-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-storage-unit-access-inventory-log-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-storm-readiness-review-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-subscription-cancellation-handoff-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-subscription-cancellation-result-review-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-subscription-renewal-review/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-task-completion-tutorial/,product,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-utility-bill-anomaly-log-tutorial/,tools,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-utility-provider-handoff-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-vacation-shutdown-checklist-generator-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-vehicle-document-source-status-tutorial/,records-emergency,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-vendor-onboarding-tutorial/,maintenance,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-warranty-tracker-tutorial/,inventory-warranty,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/familyboard-weekly-household-decision-review-tutorial/,household-operations,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/freezer-maintenance-checklist/,appliances,content,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/household-event-source-check-taiwan/,household-operations,content,515,0,515,1,1,0,0,0,1,1,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/,support,support,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/guides/water-leak-photo-evidence-records/,maintenance,content,515,0,515,1,1,0,0,0,1,1,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/templates/,support,support,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/templates/printable-annual-renewals/,printables,printable,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/templates/printable-home-inventory-template/,printables,printable,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
https://familyboard.win/zh-tw/templates/printable-subscription-tracker/,printables,printable,516,1,515,1,1,0,0,0,1,0.9981,EMERGING,REPO_EVIDENCE,HIGH_FOOTER_LOW_CONTEXTUAL
